종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"009150","삼성전기","130500","-3500","-2.61","11811","11.05","11159","11.70","88937","1.47","2100","1.61"
"009155","삼성전기우","64000","-400","-0.62",,,,,,,"2150","3.36"
"005930","삼성전자","55300","-1300","-2.30","5777","9.57","3493","15.83","43611","1.27","1444","2.61"
"005935","삼성전자우","50500","-800","-1.56",,,,,,,"1445","2.86"
"001360","삼성제약","2685","-40","-1.47",,,,,"1896","1.42","0","0.00"
"010140","삼성중공업","5110","-110","-2.11",,,"65","78.50","4813","1.06","0","0.00"
"010145","삼성중공우","123500","-17500","-12.41",,,,,,,"0","0.00"
"016360","삼성증권","31450","-700","-2.18","10810","2.91","6346","4.96","68096","0.46","3800","12.08"
"068290","삼성출판사","24200","50","0.21","316","76.58",,,"18982","1.27","200","0.83"
"029780","삼성카드","29550","-500","-1.66","5164","5.72","4593","6.43","70408","0.42","2300","7.78"
"000810","삼성화재","200000","-6000","-2.91","26399","7.58","21210","9.43","363848","0.55","12000","6.00"
"000815","삼성화재우","153000","-500","-0.33",,,,,,,"12005","7.85"
"006110","삼아알미늄","41400","3000","7.81","1105","37.47",,,"11093","3.73","200","0.48"
"009300","삼아제약","16650","-150","-0.89","556","29.95",,,"28185","0.59","250","1.50"
"145990","삼양사","38550","-600","-1.53","4099","9.40",,,"125904","0.31","1250","3.24"
"145995","삼양사우","29500","-300","-1.01",,,,,,,"1300","4.41"
"003230","삼양식품","127000","-2000","-1.55","7481","16.98","12366","10.27","51826","2.45","1000","0.79"
"225190","삼양옵틱스","9910","-390","-3.79","1054","9.40",,,"3703","2.68","900","9.08"
"002170","삼양통상","52800","0","0.00","11630","4.54",,,"142633","0.37","1250","2.37"
"272550","삼양패키징","18650","50","0.27","2132","8.75",,,"22607","0.82","1000","5.36"
"000070","삼양홀딩스","68700","-300","-0.43","30711","2.24",,,"226314","0.30","3000","4.37"
"000075","삼양홀딩스우","55500","-100","-0.18",,,,,,,"3050","5.50"
"002810","삼영무역","12450","-200","-1.58","2288","5.44",,,"23697","0.53","550","4.42"
"361670","삼영에스앤씨","7650","-150","-1.92",,,,,"4686","1.63","0","0.00"
"054540","삼영엠텍","3650","-125","-3.31",,,,,"5892","0.62","70","1.92"
"065570","삼영이엔씨","4500","0","0.00","65","69.23",,,"7370","0.61","0","0.00"
"005680","삼영전자","9300","-140","-1.48","851","10.93","850","10.94","25588","0.36","300","3.23"
"003720","삼영화학","2410","-90","-3.60","102","23.63",,,"1434","1.68","0","0.00"
"023000","삼원강재","2670","-35","-1.29","222","12.03",,,"5504","0.49","105","3.93"
"004380","삼익THK","11850","-250","-2.07","571","20.75",,,"9536","1.24","300","2.53"
"002450","삼익악기","1285","-45","-3.38","294","4.37","302","4.26","3074","0.42","50","3.89"
"032280","삼일","1965","-30","-1.50",,,,,"3814","0.52","30","1.53"
"002290","삼일기업공사","3730","-150","-3.87","238","15.67",,,"4976","0.75","100","2.68"
"004440","삼일씨엔에스","5600","-190","-3.28",,,,,"21552","0.26","0","0.00"
"000520","삼일제약","8580","240","2.88",,,"439","19.55","5254","1.63","80","0.93"
"009770","삼정펄프","25500","-300","-1.16","3046","8.37",,,"86449","0.29","1000","3.92"
"037460","삼지전자","8330","-210","-2.46","1994","4.18",,,"17497","0.48","400","4.80"
"032750","삼진","6140","-10","-0.16","1195","5.14",,,"11374","0.54","100","1.63"
"054090","삼진엘앤디","2520","-60","-2.33","40","63.00",,,"3830","0.66","50","1.98"
"005500","삼진제약","25650","-200","-0.77","2308","11.11","2014","12.73","19034","1.35","800","3.12"
"000250","삼천당제약","43800","-2450","-5.30",,,,,"7889","5.55","0","0.00"
"004690","삼천리","391000","-18000","-4.40","17385","22.49","16646","23.49","392735","1.00","3000","0.77"
"024950","삼천리자전거","7340","-120","-1.61","360","20.39",,,"8181","0.90","150","2.04"
"038500","삼표시멘트","3355","-155","-4.42","190","17.66","189","17.75","6110","0.55","75","2.24"
"017480","삼현철강","4870","0","0.00","1644","2.96",,,"11401","0.43","300","6.16"
"010960","삼호개발","3820","-125","-3.17","621","6.15",,,"9871","0.39","190","4.97"
"046390","삼화네트웍스","3390","-55","-1.60","162","20.93","296","11.43","1114","3.04","0","0.00"
"004450","삼화왕관","36850","-1000","-2.64","780","47.24",,,"78782","0.47","1250","3.39"
"009470","삼화전기","13700","-500","-3.52","2131","6.43",,,"9852","1.39","300","2.19"
"011230","삼화전자","2890","35","1.23",,,,,"1230","2.35","0","0.00"
"001820","삼화콘덴서","30000","-1000","-3.23","2770","10.83","2982","10.06","19654","1.53","500","1.67"
"000390","삼화페인트","5880","-120","-2.00",,,,,"12494","0.47","100","1.70"
"027580","상보","1355","0","0.00","40","33.88",,,"963","1.41","0","0.00"
"038540","상상인","6130","-320","-4.96","1848","3.32",,,"12762","0.48","100","1.63"
"101000","상상인인더스트리","540","-4","-0.74",,,,,"342","1.58","0","0.00"
"415580","상상인제3호스팩","1975","10","0.51",,,,,,,"0","0.00"
"001290","상상인증권","760","4","0.53","95","8.00",,,"2041","0.37","0","0.00"
"041650","상신브레이크","3025","-205","-6.35","506","5.98",,,"9389","0.32","80","2.64"
"091580","상신이디피","14900","-200","-1.32","1330","11.20","2629","5.67","7503","1.99","100","0.67"
"263810","상신전자","3095","-60","-1.90","146","21.20",,,"2749","1.13","0","0.00"
"089980","상아프론테크","27100","-1400","-4.91","608","44.57","751","36.11","11648","2.33","200","0.74"
"042940","상지카일룸","501","-19","-3.65",,,,,"693","0.72","0","0.00"
"042600","새로닉스","14950","-400","-2.61","2337","6.40",,,"8735","1.71","0","0.00"
"075180","새론오토모티브","5060","10","0.20","730","6.93",,,"12416","0.41","140","2.77"
"107600","새빗켐","76300","-1600","-2.05","1258","60.65","2267","33.65","3828","19.93","0","0.00"
"252990","샘씨엔에스","3960","-40","-1.00","262","15.11",,,"2180","1.82","0","0.00"
"007540","샘표","47400","-1500","-3.07","5356","8.85",,,"86076","0.55","200","0.42"
"248170","샘표식품","34750","-750","-2.11","5188","6.70",,,"47071","0.74","200","0.58"
"378800","샤페론","7100","290","4.26",,,,,"1258","5.64","0","0.00"
"294630","서남","2075","-15","-0.72",,,,,"461","4.50","0","0.00"
"038070","서린바이오","11650","-750","-6.05","1871","6.23",,,"8988","1.30","100","0.86"
"006730","서부T&D","7740","-240","-3.01","680","11.38","195","39.71","11254","0.69","50","0.65"
"079650","서산","1900","-30","-1.55","197","9.64",,,"3352","0.57","0","0.00"
"100660","서암기계공업","5850","-260","-4.26","101","57.92",,,"4948","1.18","35","0.60"
"007860","서연","6930","-200","-2.81","1091","6.35",,,"21587","0.32","100","1.44"
"200880","서연이화","7860","-290","-3.56","973","8.08","3293","2.39","24588","0.32","150","1.91"
"019770","서연탑메탈","3965","-185","-4.46","343","11.56",,,"6360","0.62","70","1.77"
"017390","서울가스","425000","-4500","-1.05","2139","198.69","7600","55.92","266539","1.59","1750","0.41"
"043710","서울리거","846","9","1.08",,,,,"663","1.28","0","0.00"
"092190","서울바이오시스","5010","-270","-5.11","117","42.82",,,"4383","1.14","59","1.18"
"046890","서울반도체","10100","-400","-3.81","878","11.50","555","18.19","12942","0.78","460","4.55"
"004410","서울식품","201","-4","-1.95",,,,,"69","2.91","0","0.00"
"004415","서울식품우","2710","-15","-0.55",,,,,,,"0","0.00"
"063170","서울옥션","17650","0","0.00","1014","17.41",,,"5456","3.23","200","1.13"
"027040","서울전자통신","599","-3","-0.50","1","599.00",,,"1295","0.46","0","0.00"
"018680","서울제약","5030","180","3.71",,,,,"2224","2.26","0","0.00"
"021050","서원","1175","-50","-4.08","311","3.78",,,"2799","0.42","15","1.28"
"093920","서원인텍","5740","-120","-2.05","891","6.44",,,"9725","0.59","350","6.10"
"189860","서전기전","5950","-80","-1.33",,,,,"3845","1.55","0","0.00"
"178320","서진시스템","17500","-600","-3.31","1047","16.71","2475","7.07","9597","1.82","300","1.71"
"122690","서진오토모티브","2710","-80","-2.87","180","15.06",,,"3647","0.74","0","0.00"
"140070","서플러스글로벌","3490","-225","-6.06","795","4.39","584","5.98","4598","0.76","50","1.43"
"011370","서한","1130","-50","-4.24","460","2.46",,,"3583","0.32","40","3.54"
"065710","서호전기","17800","-600","-3.26","3381","5.26",,,"16649","1.07","1000","5.62"
"008490","서흥","33650","-500","-1.46","4829","6.97","4480","7.51","34874","0.96","500","1.49"
"035890","서희건설","1130","-20","-1.74","671","1.68",,,"2965","0.38","50","4.42"
"357550","석경에이티","23400","-200","-0.85","569","41.12",,,"4365","5.36","0","0.00"
"003100","선광","134100","800","0.60","4164","32.20",,,"56499","2.37","350","0.26"
"007610","선도전기","3000","0","0.00",,,,,"4420","0.68","0","0.00"
"067370","선바이오","11150","-1000","-8.23","25","446.00",,,"1319","8.45","0","0.00"
"171090","선익시스템","22150","1000","4.73",,,,,"9655","2.29","0","0.00"
"136490","선진","9300","-120","-1.27","1804","5.16",,,"17371","0.54","100","1.08"
"086710","선진뷰티사이언스","6730","-280","-3.99","99","67.98",,,"3825","1.76","20","0.30"
"014620","성광벤드","13250","-700","-5.02",,,"1327","9.98","15557","0.85","100","0.75"
"037350","성도이엔지","4460","-150","-3.25","1483","3.01",,,"18146","0.25","150","3.36"
"014910","성문전자","1550","-80","-4.91","160","9.69",,,"1617","0.96","5","0.32"
"014915","성문전자우","8000","-240","-2.91",,,,,,,"10","0.13"
"003080","성보화학","3275","-10","-0.30","69","47.46",,,"6905","0.47","120","3.66"
"004980","성신양회","9540","-30","-0.31","261","36.55",,,"16637","0.57","200","2.10"
"004985","성신양회우","12500","-200","-1.57",,,,,,,"250","2.00"
"011300","성안","890","50","5.95","383","2.32",,,"636","1.40","0","0.00"
"081580","성우전자","2585","-45","-1.71","350","7.39",,,"6986","0.37","0","0.00"
"045300","성우테크론","3900","-50","-1.27","580","6.72",,,"6407","0.61","40","1.03"
"015750","성우하이텍","4675","-145","-3.01","562","8.32",,,"13926","0.34","80","1.71"
"365340","성일하이텍","101700","-1800","-1.74",,,"4173","24.37","11863","8.57","0","0.00"
"000180","성창기업지주","1860","-40","-2.11","94","19.79",,,"8360","0.22","0","0.00"
"080470","성창오토텍","6890","-100","-1.43","528","13.05",,,"5639","1.22","60","0.87"
"043260","성호전자","1185","-10","-0.84","60","19.75",,,"1762","0.67","0","0.00"
"148150","세경하이테크","11850","-500","-4.05","1937","6.12","1909","6.21","13303","0.89","100","0.84"
"002420","세기상사","7570","-80","-1.05",,,,,"4355","1.74","0","0.00"
"053060","세동","1405","-70","-4.75",,,,,"980","1.43","0","0.00"
"340440","세림B&G","2090","-110","-5.00",,,,,"955","2.19","0","0.00"
"017510","세명전기","2990","-75","-2.45","153","19.54",,,"4824","0.62","70","2.34"
"004360","세방","29800","-850","-2.77","2342","12.72",,,"40513","0.74","200","0.67"
"004365","세방우","8120","-80","-0.98",,,,,,,"205","2.52"
"004490","세방전지","42350","-1500","-3.42","6291","6.73","5429","7.80","88025","0.48","600","1.42"
"011560","세보엠이씨","7600","-190","-2.44","1164","6.53",,,"16231","0.47","250","3.29"
"396300","세아메카닉스","4485","-195","-4.17","284","15.79","243","18.46","1819","2.47","0","0.00"
"001430","세아베스틸지주","16300","-1100","-6.32","5231","3.12","3782","4.31","51304","0.32","1500","9.20"
"306200","세아제강","129500","-7500","-5.47","32640","3.97","54561","2.37","242703","0.53","3500","2.70"
"003030","세아제강지주","146500","-14000","-8.72","43550","3.36",,,"298051","0.49","1750","1.19"
"019440","세아특수강","17150","-700","-3.92","3130","5.48",,,"39391","0.44","1200","7.00"
"058650","세아홀딩스","108000","-1000","-0.92","12479","8.65",,,"498163","0.22","2750","2.55"
"013000","세우글로벌","1640","-65","-3.81","73","22.47",,,"1569","1.05","0","0.00"
"100700","세운메디칼","2920","-100","-3.31","284","10.28",,,"2636","1.11","50","1.71"
"024830","세원물산","7960","-500","-5.91","3231","2.46",,,"27983","0.28","25","0.31"
"091090","세원이앤씨","560","-96","-14.63",,,,,"1166","0.48","0","0.00"
"021820","세원정공","6150","-120","-1.91",,,,,"45187","0.14","25","0.41"
"067830","세이브존I&C","2500","-50","-1.96","197","12.69",,,"12126","0.21","30","1.20"
"033530","세종공업","5480","-60","-1.08",,,,,"14814","0.37","100","1.82"
"258830","세종메디칼","2865","-120","-4.02",,,,,"1402","2.04","0","0.00"
"036630","세종텔레콤","649","-3","-0.46","107","6.07",,,"1274","0.51","0","0.00"
"039310","세중","2580","-115","-4.27","248","10.40",,,"4822","0.54","0","0.00"
"075580","세진중공업","5150","-120","-2.28","297","17.34","612","8.41","2983","1.73","150","2.91"
"067770","세진티에스","3060","-185","-5.70","346","8.84",,,"5464","0.56","0","0.00"
"053450","세코닉스","5370","40","0.75","289","18.58","1261","4.26","6764","0.79","0","0.00"
"222810","세토피아","1055","0","0.00",,,,,"237","4.45","0","0.00"
"027970","세하","1125","-10","-0.88","178","6.32",,,"1702","0.66","0","0.00"
"252500","세화피앤씨","1280","-70","-5.19","119","10.76",,,"873","1.47","15","1.17"
"347000","센코","12750","350","2.82","327","38.99",,,"4684","2.72","0","0.00"
"308170","센트랄모텍","13000","-350","-2.62","166","78.31",,,"11373","1.14","0","0.00"
"012600","센트럴인사이트","2490","0","0.00",,,,,"1462","1.70","0","0.00"
"331920","셀레믹스","5800","-220","-3.65",,,,,"2864","2.03","0","0.00"
"049180","셀루메드","4385","-95","-2.12","210","20.88",,,"1212","3.62","0","0.00"
"299660","셀리드","11750","-150","-1.26",,,,,"3983","2.95","0","0.00"
"268600","셀리버리","12000","250","2.13",,,,,"2078","5.77","0","0.00"
"108860","셀바스AI","6720","30","0.45","172","39.07",,,"1872","3.59","0","0.00"
"208370","셀바스헬스케어","2090","-60","-2.79","114","18.33",,,"1296","1.61","0","0.00"
"068270","셀트리온","160500","-5000","-3.02","3982","40.31","5155","31.14","27267","5.89","750","0.47"
"068760","셀트리온제약","66900","-700","-1.04","878","76.20",,,"8427","7.94","0","0.00"
"091990","셀트리온헬스케어","58000","-2900","-4.76","940","61.70","1614","35.93","12969","4.47","260","0.45"
"068940","셀피글로벌","1335","-25","-1.84",,,,,"235","5.68","0","0.00"
"060230","소니드","3175","-205","-6.07",,,,,"4074","0.78","0","0.00"
"290690","소룩스","6400","-220","-3.32","505","12.67",,,"5806","1.10","50","0.78"
"032680","소프트센","1560","-65","-4.00","419","3.72",,,"1522","1.02","0","0.00"
"032685","소프트센우","20200","-500","-2.42",,,,,,,"0","0.00"
"258790","소프트캠프","1670","-85","-4.84",,,,,"671","2.49","0","0.00"
"066910","손오공","1800","10","0.56","126","14.29",,,"965","1.87","0","0.00"
"043100","솔고바이오","468","-12","-2.50",,,,,"531","0.88","0","0.00"
"336370","솔루스첨단소재","30000","0","0.00","289","103.81","459","65.38","7359","4.08","100","0.33"
"33637K","솔루스첨단소재1우","7980","0","0.00",,,,,,,"101","1.27"
"33637L","솔루스첨단소재2우B","9980","-70","-0.70",,,,,,,"100","1.00"
"154040","솔루에타","2440","-60","-2.40","433","5.64",,,"3180","0.77","0","0.00"
"248070","솔루엠","17400","200","1.16","274","63.50","1494","11.65","5368","3.24","0","0.00"
"035610","솔본","3630","-140","-3.71","792","4.58",,,"6296","0.58","0","0.00"
"357780","솔브레인","217900","-3200","-1.45","19124","11.39","22738","9.58","81797","2.66","1950","0.89"
"036830","솔브레인홀딩스","23800","-1050","-4.23","1523","15.63",,,"52436","0.45","150","0.63"
"304100","솔트룩스","14750","150","1.03",,,,,"5202","2.84","0","0.00"
"328380","솔트웨어","1185","-55","-4.44",,,,,,,"0","0.00"
"004430","송원산업","17200","-100","-0.58","3011","5.71","5408","3.18","22636","0.76","200","1.16"
"086980","쇼박스","3675","-20","-0.54","36","102.08",,,"2198","1.67","0","0.00"
"050960","수산아이앤티","10700","-50","-0.47","263","40.68",,,"11803","0.91","125","1.17"
"126720","수산인더스트리","22000","-500","-2.22","2114","10.41",,,"27086","0.81","400","1.82"
"017550","수산중공업","2665","-125","-4.48","211","12.63",,,"2261","1.18","10","0.38"
"253840","수젠텍","10150","370","3.78","2352","4.32",,,"6217","1.63","0","0.00"
"236200","슈프리마","21650","-450","-2.04","3172","6.83",,,"23578","0.92","0","0.00"
"317770","슈프리마아이디","14800","-350","-2.31","1058","13.99",,,"14255","1.04","0","0.00"
"094840","슈프리마에이치큐","5400","-180","-3.23","1130","4.78",,,"17280","0.31","0","0.00"
"192440","슈피겐코리아","33100","-100","-0.30","7493","4.42","9652","3.43","63123","0.52","840","2.54"
"136510","스마트솔루션즈","11600","0","0.00",,,,,"1518","7.64","0","0.00"
"099440","스맥","1740","-50","-2.79",,,,,"2048","0.85","0","0.00"
"053210","스카이라이프","8140","-210","-2.51","1266","6.43","1439","5.66","16643","0.49","350","4.30"
"033790","스카이문스테크놀로지","829","0","0.00","133","6.23",,,"1288","0.64","0","0.00"
"276040","스코넥","15250","-250","-1.61",,,,,,,"0","0.00"
"159910","스킨앤스킨","247","-16","-6.08","5","49.40",,,"107","2.31","0","0.00"
"115570","스타플렉스","4990","-290","-5.49","677","7.37",,,"9025","0.55","0","0.00"
"330730","스톤브릿지벤처스","4515","-55","-1.20","1511","2.99",,,"4245","1.06","0","0.00"
