종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"073010","케이에스피","1750","-85","-4.63","63","27.78",,,"726","2.41","0","0.00"
"105330","케이엔더블유","8100","20","0.25","89","91.01",,,"4843","1.67","0","0.00"
"272110","케이엔제이","12850","-100","-0.77","780","16.47","2218","5.79","5518","2.33","0","0.00"
"039420","케이엘넷","2470","-150","-5.73","270","9.15",,,"2012","1.23","80","3.24"
"083550","케이엠","6110","-250","-3.93","691","8.84",,,"11564","0.53","70","1.15"
"032500","케이엠더블유","26500","-950","-3.46",,,,,"6291","4.21","0","0.00"
"225430","케이엠제약","1590","10","0.63",,,,,"1445","1.10","0","0.00"
"102370","케이옥션","4605","-65","-1.39","477","9.65",,,"3124","1.47","0","0.00"
"381970","케이카","11550","-900","-7.23","1004","11.50","1087","10.63","5729","2.02","750","6.49"
"036030","케이티알파","5430","-250","-4.40",,,,,"4452","1.22","0","0.00"
"064820","케이프","4430","-80","-1.77","931","4.76",,,"6508","0.68","100","2.26"
"256940","케이피에스","6820","-10","-0.15",,,,,"3292","2.07","0","0.00"
"024880","케이피에프","5090","-190","-3.60",,,,,"9417","0.54","0","0.00"
"042040","케이피엠테크","347","2","0.58",,,,,"657","0.53","0","0.00"
"054410","케이피티유","5060","-60","-1.17","1199","4.22",,,"7478","0.68","0","0.00"
"258610","케일럼","3600","-180","-4.76",,,,,"2977","1.21","0","0.00"
"274090","켄코아에어로스페이스","12100","-300","-2.42",,,"406","29.79","2169","5.58","0","0.00"
"089010","켐트로닉스","13250","-600","-4.33","1975","6.71","1333","9.94","9713","1.36","300","2.26"
"220260","켐트로스","6970","-140","-1.97","166","41.99",,,"2070","3.37","0","0.00"
"052400","코나아이","16300","-650","-3.83","3594","4.54",,,"9393","1.74","0","0.00"
"402030","코난테크놀로지","28250","900","3.29","468","60.36",,,"3220","8.77","0","0.00"
"391710","코닉오토메이션","3855","-55","-1.41",,,"225","17.13",,,"0","0.00"
"046070","코다코","1045","-40","-3.69","176","5.94",,,"610","1.71","0","0.00"
"047770","코데즈컴바인","1745","-55","-3.06","175","9.97",,,"1383","1.26","0","0.00"
"078940","코드네이처","1130","20","1.80",,,,,"448","2.52","0","0.00"
"080530","코디","1340","0","0.00",,,,,"1304","1.03","0","0.00"
"104540","코렌텍","10800","50","0.47","65","166.15",,,"4548","2.37","0","0.00"
"027050","코리아나","3410","-15","-0.44","107","31.87",,,"2696","1.26","0","0.00"
"007815","코리아써우","6820","-280","-3.94",,,,,,,"0","0.00"
"007810","코리아써키트","12000","-400","-3.23","2053","5.85","3544","3.39","14860","0.81","0","0.00"
"00781K","코리아써키트2우B","8130","30","0.37",,,,,,,"0","0.00"
"190650","코리아에셋투자증권","7420","-60","-0.80","2612","2.84",,,"14959","0.50","700","9.43"
"123410","코리아에프티","2385","-90","-3.64","200","11.93",,,"4794","0.50","60","2.52"
"003690","코리안리","6810","-180","-2.58","1216","5.60","1376","4.95","21112","0.32","525","7.71"
"036690","코맥스","2995","-95","-3.07",,,,,"3410","0.88","50","1.67"
"049430","코메론","9920","-130","-1.29","2286","4.34",,,"20212","0.49","200","2.02"
"183300","코미코","43100","-1400","-3.15","4725","9.12","5239","8.23","22240","1.94","550","1.28"
"041960","코미팜","6990","-160","-2.24",,,,,"1040","6.72","0","0.00"
"089890","코세스","10100","110","1.10","700","14.43",,,"3093","3.27","0","0.00"
"009730","코센","1370","-10","-0.72",,,,,"1049","1.31","0","0.00"
"082660","코스나인","603","3","0.50",,,,,"501","1.20","0","0.00"
"192820","코스맥스","74100","800","1.09","6944","10.67","6746","10.98","49474","1.50","550","0.74"
"044820","코스맥스비티아이","8870","-310","-3.38","1479","6.00",,,"32252","0.28","260","2.93"
"222040","코스맥스엔비티","4290","-75","-1.72",,,,,"2684","1.60","0","0.00"
"241710","코스메카코리아","10250","-450","-4.21","834","12.29","843","12.16","13319","0.77","0","0.00"
"005070","코스모신소재","51800","-1500","-2.81","604","85.76","1250","41.43","6831","7.58","0","0.00"
"005420","코스모화학","20550","-600","-2.84","348","59.05","1201","17.11","4803","4.28","0","0.00"
"069110","코스온","2630","0","0.00",,,,,"733","3.59","0","0.00"
"071950","코아스","730","-31","-4.07",,,,,"607","1.20","0","0.00"
"166480","코아스템켐온","7770","-200","-2.51",,,,,"2344","3.31","0","0.00"
"045970","코아시아","4855","-50","-1.02",,,,,"4585","1.06","0","0.00"
"196450","코아시아옵틱스","1445","0","0.00",,,,,"1831","0.79","0","0.00"
"029960","코엔텍","7620","-10","-0.13","596","12.79","878","8.68","3123","2.44","300","3.94"
"002020","코오롱","21900","-800","-3.52","10125","2.16",,,"64159","0.34","550","2.51"
"003070","코오롱글로벌","18750","0","0.00","5454","3.44","6531","2.87","23514","0.80","500","2.67"
"003075","코오롱글로벌우","36400","0","0.00",,,,,,,"550","1.51"
"102940","코오롱생명과학","27400","-1350","-4.70",,,,,"8720","3.14","0","0.00"
"002025","코오롱우","16750","-200","-1.18",,,,,,,"600","3.58"
"120110","코오롱인더","41150","-1250","-2.95","6336","6.49","7761","5.30","80483","0.51","1300","3.16"
"120115","코오롱인더우","23800","-200","-0.83",,,,,,,"1350","5.67"
"138490","코오롱플라스틱","8740","-190","-2.13","572","15.28","1053","8.30","5803","1.51","145","1.66"
"056000","코원플레이","2860","0","0.00",,,,,"1155","2.48","0","0.00"
"021240","코웨이","55900","-1000","-1.76","6418","8.71","7480","7.47","26268","2.13","1250","2.24"
"033290","코웰패션","4405","-265","-5.67","745","5.91",,,"5122","0.86","130","2.95"
"056360","코위버","6980","-210","-2.92","750","9.31",,,"13692","0.51","70","1.00"
"282880","코윈테크","23000","-750","-3.16","575","40.00","1580","14.56","10764","2.14","100","0.43"
"121850","코이즈","2730","-200","-6.83",,,,,"227","12.03","0","0.00"
"015710","코콤","6550","440","7.20","260","25.19",,,"7501","0.87","110","1.68"
"052330","코텍","9100","-170","-1.83",,,,,"20215","0.45","0","0.00"
"322780","코퍼스코리아","2745","-95","-3.35","242","11.34",,,"1422","1.93","15","0.55"
"126600","코프라","4805","-235","-4.66","39","123.21",,,"6534","0.74","100","2.08"
"036420","콘텐트리중앙","28550","-600","-2.06",,,"745","38.33","9670","2.95","0","0.00"
"200130","콜마비앤에이치","28300","-200","-0.70","2365","11.97","2559","11.06","13051","2.17","385","1.36"
"031820","콤텍시스템","607","-18","-2.88","28","21.68",,,"1158","0.52","0","0.00"
"294570","쿠콘","32750","-450","-1.36","741","44.20","2063","15.87","12837","2.55","100","0.31"
"192400","쿠쿠홀딩스","16450","150","0.92","4660","3.53",,,"28532","0.58","700","4.26"
"284740","쿠쿠홈시스","29400","-850","-2.81","6784","4.33",,,"28790","1.02","650","2.21"
"317690","퀀타매트릭스","4620","-130","-2.74",,,,,"3544","1.30","0","0.00"
"365270","큐라클","11350","-300","-2.58",,,,,"4019","2.82","0","0.00"
"060280","큐렉소","6720","-110","-1.61",,,,,"1283","5.24","0","0.00"
"015590","큐로","343","-2","-0.58",,,,,"424","0.81","0","0.00"
"040350","큐로컴","666","-2","-0.30",,,,,"381","1.75","0","0.00"
"051780","큐로홀딩스","411","-11","-2.61",,,,,"304","1.35","0","0.00"
"115180","큐리언트","10600","670","6.75",,,,,"4276","2.48","0","0.00"
"182360","큐브엔터","16200","-700","-4.14",,,"858","18.87","2593","6.25","0","0.00"
"405100","큐알티","12000","-500","-4.00","1571","7.64",,,"4418","2.72","0","0.00"
"066310","큐에스아이","9430","-270","-2.78","185","50.97",,,"7980","1.18","100","1.06"
"016600","큐캐피탈","388","-13","-3.24",,,,,"765","0.51","0","0.00"
"264900","크라운제과","8500","-260","-2.97","1024","8.30",,,"12554","0.68","250","2.94"
"26490K","크라운제과우","10700","-300","-2.73",,,,,,,"252","2.36"
"005740","크라운해태홀딩스","6790","-110","-1.59","294","23.10",,,"18951","0.36","100","1.47"
"005745","크라운해태홀딩스우","10700","50","0.47",,,,,,,"105","0.98"
"259960","크래프톤","168000","-1500","-0.88","12022","13.97","13554","12.39","98465","1.71","0","0.00"
"096240","크레버스","18150","-250","-1.36","2130","8.52",,,"11032","1.65","2000","11.02"
"043590","크로바하이텍","1060","25","2.42","236","4.49",,,"947","1.12","0","0.00"
"114120","크루셜텍","10850","0","0.00",,,,,"9830","1.10","0","0.00"
"110790","크리스에프앤씨","20600","-850","-3.96","6297","3.27",,,"27839","0.74","1000","4.85"
"083790","크리스탈지노믹스","3500","-80","-2.23",,,,,"3072","1.14","0","0.00"
"045520","크린앤사이언스","9370","-190","-1.99",,,,,"7062","1.33","150","1.60"
"036170","클라우드에어","914","-21","-2.25","29","31.52",,,"1914","0.48","0","0.00"
"214150","클래시스","18400","-550","-2.90","677","27.18","1063","17.30","2530","7.27","66","0.36"
"352770","클리노믹스","6620","-250","-3.64","1214","5.45",,,"4456","1.49","0","0.00"
"237880","클리오","16200","-100","-0.61","552","29.35","1079","15.02","9911","1.63","150","0.93"
"139670","키네마스터","8570","-670","-7.25",,,,,"1761","4.87","0","0.00"
"020120","키다리스튜디오","9150","120","1.33","114","80.26",,,"6419","1.43","0","0.00"
"413600","키움제6호스팩","2010","0","0.00",,,,,,,"0","0.00"
"433530","키움제7호스팩","2015","5","0.25",,,,,,,"0","0.00"
"039490","키움증권","84000","-3900","-4.44","31680","2.65","18917","4.44","149422","0.56","3500","4.17"
"054780","키이스트","9350","300","3.31",,,"524","17.84","2519","3.71","0","0.00"
"219130","타이거일렉","20050","-100","-0.50","500","40.10",,,"8158","2.46","0","0.00"
"360070","탑머티리얼","30350","-1250","-3.96","770","39.42",,,"4403","6.89","0","0.00"
"065130","탑엔지니어링","5140","-120","-2.28",,,,,"12349","0.42","0","0.00"
"134580","탑코미디어","4950","-160","-3.13",,,,,"2180","2.27","0","0.00"
"014580","태경비케이","5200","-250","-4.59","338","15.38",,,"5502","0.95","110","2.12"
"015890","태경산업","6480","-20","-0.31","900","7.20",,,"9204","0.70","270","4.17"
"006890","태경케미컬","10750","-50","-0.46","963","11.16",,,"12420","0.87","220","2.05"
"023160","태광","16100","-650","-3.88","588","27.38","1630","9.88","16860","0.95","100","0.62"
"003240","태광산업","746000","1000","0.13","377488","1.98",,,"4626787","0.16","1750","0.23"
"011280","태림포장","2865","-125","-4.18","247","11.60",,,"4700","0.61","50","1.75"
"323280","태성","1720","-40","-2.27",,,,,,,"0","0.00"
"053620","태양","7950","-310","-3.75","604","13.16",,,"21159","0.38","150","1.89"
"004100","태양금속","1445","15","1.05",,,,,"2312","0.63","5","0.35"
"004105","태양금속우","2325","95","4.26",,,,,,,"10","0.43"
"009410","태영건설","4030","-75","-1.83","1920","2.10",,,"17753","0.23","350","8.68"
"009415","태영건설우","6690","-120","-1.76",,,,,,,"355","5.31"
"044490","태웅","9800","80","0.82","357","27.45",,,"23769","0.41","0","0.00"
"124560","태웅로직스","4385","-205","-4.47","1726","2.54",,,"3292","1.33","100","2.28"
"001420","태원물산","3895","-165","-4.06","11","354.09",,,"4273","0.91","55","1.41"
"007980","태평양물산","1715","-65","-3.65",,,,,"3585","0.48","0","0.00"
"191420","테고사이언스","12200","-150","-1.21","17","717.65",,,"6046","2.02","0","0.00"
"073640","테라사이언스","1860","-40","-2.11",,,,,"665","2.80","0","0.00"
"066700","테라젠이텍스","4420","-125","-2.75",,,,,"6958","0.64","0","0.00"
"095610","테스","15700","-900","-5.42","3936","3.99","1239","12.67","15906","0.99","560","3.57"
"055490","테이팩스","52400","-200","-0.38","4009","13.07","6338","8.27","27834","1.88","700","1.34"
"064520","테크엘","5680","30","0.53","185","30.70",,,"4935","1.15","0","0.00"
"089030","테크윙","5640","-170","-2.93","485","11.63","968","5.82","5852","0.96","230","4.08"
"054450","텔레칩스","11050","-350","-3.07","559","19.77","1142","9.68","8453","1.31","120","1.09"
"091440","텔레필드","2015","-30","-1.47",,,,,"1654","1.22","0","0.00"
"078000","텔코웨어","8750","-20","-0.23","322","27.17","340","25.73","19441","0.45","500","5.71"
"200230","텔콘RF제약","1015","-10","-0.98",,,,,"1067","0.95","0","0.00"
"214420","토니모리","4395","-140","-3.09",,,,,"3829","1.15","0","0.00"
"215480","토박스코리아","4180","-100","-2.34","370","11.30",,,"2827","1.48","0","0.00"
"051360","토비스","9480","100","1.07","82","115.61","1437","6.60","12127","0.78","100","1.05"
"045340","토탈소프트","3880","-150","-3.72","352","11.02",,,"1896","2.05","0","0.00"
"108230","톱텍","6530","-60","-0.91",,,,,"8206","0.80","0","0.00"
"079970","투비소프트","910","-40","-4.21",,,,,"816","1.12","0","0.00"
"199800","툴젠","54900","-3300","-5.67",,,,,"10785","5.09","0","0.00"
"105550","트루윈","2190","-5","-0.23",,,,,"1535","1.43","0","0.00"
"290090","트윔","15400","600","4.05","360","42.78",,,"10315","1.49","0","0.00"
"026150","특수건설","7620","-170","-2.18",,,,,"5910","1.29","0","0.00"
"322180","티라유텍","6880","-130","-1.85",,,,,"3673","1.87","0","0.00"
"117730","티로보틱스","6000","-40","-0.66",,,,,"1673","3.59","0","0.00"
"033830","티비씨","1110","-5","-0.45","49","22.65",,,"1240","0.90","13","1.17"
"057680","티사이언티픽","2480","-20","-0.80",,,,,"4688","0.53","0","0.00"
"204610","티쓰리","1750","50","2.94","208","8.41","307","5.70","1206","1.45","0","0.00"
"064760","티씨케이","94600","-4400","-4.44","7014","13.49","9638","9.82","29080","3.25","1430","1.51"
"246710","티앤알바이오팹","11450","-500","-4.18",,,,,"1980","5.78","0","0.00"
"340570","티앤엘","36200","-800","-2.16","2410","15.02","3968","9.12","11084","3.27","400","1.10"
"043220","티에스넥스젠","888","-19","-2.09",,,,,"497","1.79","0","0.00"
"277880","티에스아이","8900","90","1.02","63","141.27","885","10.06","2193","4.06","0","0.00"
"131290","티에스이","36950","-1750","-4.52","4204","8.79","6197","5.96","22550","1.64","500","1.35"
"019180","티에이치엔","3495","-130","-3.59","955","3.66",,,"4826","0.72","50","1.43"
"425420","티에프이","7840","-150","-1.88","1094","7.17","2025","3.87","3321","2.36","34","0.43"
"356860","티엘비","18800","150","0.80","1262","14.90","3922","4.79","8465","2.22","250","1.33"
"062860","티엘아이","5870","-20","-0.34",,,,,"9460","0.62","0","0.00"
"363280","티와이홀딩스","10450","-150","-1.42","4004","2.61",,,"38262","0.27","0","0.00"
"36328K","티와이홀딩스우","10800","0","0.00",,,,,,,"0","0.00"
"321550","티움바이오","12600","200","1.61",,,,,"3462","3.64","0","0.00"
"091810","티웨이항공","2475","-115","-4.44",,,"252","9.84","306","8.09","0","0.00"
"004870","티웨이홀딩스","525","-30","-5.41",,,,,"491","1.07","0","0.00"
"104480","티케이케미칼","2830","-140","-4.71","3921","0.72",,,"7347","0.39","0","0.00"
"081150","티플랙스","3750","-90","-2.34","430","8.72",,,"5970","0.63","30","0.80"
"130740","티피씨글로벌","2895","20","0.70",,,,,"5674","0.51","30","1.04"
"084730","팅크웨어","12700","-100","-0.78","691","18.38",,,"14014","0.91","0","0.00"
"046210","파나진","4240","45","1.07","155","27.35",,,"929","4.56","0","0.00"
"058530","파나케이아","1620","0","0.00",,,,,"3692","0.44","0","0.00"
"034230","파라다이스","17600","-500","-2.76",,,"378","46.53","14400","1.22","0","0.00"
"033540","파라텍","791","-11","-1.37","20","39.55",,,"1669","0.47","0","0.00"
"043200","파루","821","-22","-2.61",,,,,"659","1.25","0","0.00"
"214450","파마리서치","69900","-1200","-1.69","4717","14.82","6501","10.75","30618","2.28","600","0.86"
"208340","파멥신","2975","-55","-1.82",,,,,"1983","1.50","0","0.00"
"005690","파미셀","11300","-150","-1.31","159","71.07","375","30.12","1090","10.37","0","0.00"
"177830","파버나인","3730","-40","-1.06","543","6.87",,,"5446","0.68","0","0.00"
"037070","파세코","13000","-500","-3.70","957","13.58",,,"5086","2.56","300","2.31"
"150900","파수","9100","-40","-0.44","387","23.51","1238","7.35","2279","3.99","0","0.00"
"037030","파워넷","2865","-115","-3.86","143","20.03",,,"4788","0.60","0","0.00"
"047310","파워로직스","4385","-170","-3.73",,,"3","1509.36","6165","0.71","0","0.00"
"368770","파이버프로","2165","-130","-5.66",,,,,"1802","1.20","0","0.00"
"170790","파이오링크","12100","50","0.41","1672","7.24","2100","5.76","9268","1.31","250","2.07"
"049120","파인디앤씨","1600","-10","-0.62",,,,,"1582","1.01","0","0.00"
"038950","파인디지털","4485","-110","-2.39","311","14.42",,,"11169","0.40","50","1.11"
"441270","파인엠텍","6160","-200","-3.14",,,"4053","1.52",,,"0","0.00"
"106240","파인테크닉스","2010","-85","-4.06","983","2.04",,,"2512","0.80","25","1.24"
"131760","파인텍","1160","-5","-0.43",,,,,"648","1.79","0","0.00"
"065690","파커스","2285","-35","-1.51","650","3.52",,,"6036","0.38","150","6.56"
"140860","파크시스템스","113900","-3300","-2.82","1361","83.69","6308","18.06","13125","8.68","250","0.22"
"091700","파트론","8100","-350","-4.14","1309","6.19","919","8.82","8249","0.98","350","4.32"
"032800","판타지오","504","0","0.00",,,,,"411","1.23","0","0.00"
"318010","팜스빌","10900","50","0.46","637","17.11",,,"7545","1.44","100","0.92"
"036580","팜스코","3900","10","0.26","88","44.32",,,"8484","0.46","100","2.56"
"027710","팜스토리","1640","-80","-4.65","46","35.65",,,"1898","0.86","25","1.52"
"004720","팜젠사이언스","6680","-360","-5.11","2206","3.03",,,"8356","0.80","0","0.00"
"225590","패션플랫폼","1655","-105","-5.97","601","2.75",,,"2234","0.74","0","0.00"
"054300","팬스타엔터프라이즈","608","-20","-3.18","41","14.83",,,"796","0.76","0","0.00"
"068050","팬엔터테인먼트","5210","-110","-2.07","148","35.20","414","12.60","2690","1.94","0","0.00"
"028670","팬오션","5730","-160","-2.72","1028","5.57","1224","4.68","6728","0.85","100","1.75"
"222110","팬젠","6500","-70","-1.07",,,,,"1977","3.29","0","0.00"
"010820","퍼스텍","3280","-170","-4.93","81","40.49",,,"906","3.62","0","0.00"
"016800","퍼시스","30400","350","1.16","4917","6.18",,,"54249","0.56","1100","3.62"
"263750","펄어비스","41950","-1050","-2.44","973","43.11","1663","25.22","11757","3.57","0","0.00"
"251970","펌텍코리아","16450","-350","-2.08","1464","11.24",,,"15974","1.03","350","2.13"
"001020","페이퍼코리아","1095","-25","-2.23","240","4.56",,,"1111","0.99","0","0.00"
"168360","펨트론","5560","-210","-3.64","472","11.78","475","11.70","1200","4.63","0","0.00"
"087010","펩트론","7650","290","3.94",,,,,"3020","2.53","0","0.00"
"090080","평화산업","1175","-20","-1.67","4","293.75",,,"473","2.48","0","0.00"
"010770","평화홀딩스","3750","-75","-1.96",,,,,"6351","0.59","150","4.00"
"119500","포메탈","3410","-135","-3.81","170","20.06",,,"3969","0.86","60","1.76"
"389140","포바이포","11200","100","0.90","580","19.31",,,"4348","2.58","0","0.00"
"022100","포스코 ICT","6250","-240","-3.70",,,,,"2355","2.65","50","0.80"
"058430","포스코스틸리온","32200","-950","-2.87","17070","1.89",,,"53623","0.60","1000","3.11"
"009520","포스코엠텍","7990","-330","-3.97","314","25.45","216","36.97","2511","3.18","80","1.00"
"047050","포스코인터내셔널","22600","-1000","-4.24","2924","7.73","4427","5.11","28259","0.80","800","3.54"
"003670","포스코케미칼","180000","1000","0.56","1753","102.68","4966","36.24","30845","5.84","300","0.17"
"189690","포시에스","6690","-110","-1.62","758","8.83",,,"7636","0.88","100","1.49"
"318020","포인트모바일","18100","0","0.00",,,,,"4068","4.45","100","0.55"
"256630","포인트엔지니어링","1975","-25","-1.25","71","27.82",,,"1374","1.44","20","1.01"
"331380","포커스에이치엔에스","1915","-50","-2.54",,,"256","7.47","957","2.00","0","0.00"
"234100","폴라리스세원","1845","-40","-2.12","208","8.87",,,"2322","0.79","0","0.00"
"041020","폴라리스오피스","1300","-45","-3.35",,,,,"1013","1.28","0","0.00"
"114630","폴라리스우노","808","-32","-3.81","98","8.24",,,"1591","0.51","0","0.00"
"290720","푸드나무 [락]","10300","-1150","-10.04","20","515.00",,,"4125","2.50","30","0.29"
"005670","푸드웰","5400","-190","-3.40","609","8.87",,,"9012","0.60","90","1.67"
"094940","푸른기술","6150","-270","-4.21","207","29.71",,,"4208","1.46","30","0.49"
"007330","푸른저축은행","12400","-550","-4.25","2044","6.07",,,"24910","0.50","650","5.24"
"017810","풀무원","11200","-250","-2.18","325","34.46","1373","8.15","11434","0.98","102","0.91"
"093380","풍강","3580","-150","-4.02","462","7.75",,,"6808","0.53","100","2.79"
"023900","풍국주정","12050","-500","-3.98","566","21.29",,,"11483","1.05","120","1.00"
"103140","풍산","33650","-450","-1.32","8686","3.87","5551","6.06","60099","0.56","1000","2.97"
"005810","풍산홀딩스","28300","-550","-1.91","17743","1.59","6907","4.10","91007","0.31","1400","4.95"
"371950","풍원정밀","9670","-150","-1.53","159","60.82",,,"1589","6.09","0","0.00"
"370090","퓨런티어","18450","-650","-3.40","432","42.71","735","25.10","2023","9.12","0","0.00"
"220100","퓨쳐켐","9610","-100","-1.03",,,,,"2834","3.39","0","0.00"
"035200","프럼파스트","3585","-170","-4.53","252","14.23",,,"4285","0.84","50","1.39"
"334970","프레스티지바이오로직스","3020","85","2.90",,,,,"2263","1.33","0","0.00"
"203690","프로스테믹스","988","-22","-2.18",,,,,"310","3.19","0","0.00"
"321260","프로이천","2175","-85","-3.76",,,"151","14.39","1005","2.16","20","0.92"
"053610","프로텍","21200","50","0.24","4829","4.39",,,"25641","0.83","400","1.89"
"377220","프롬바이오","8370","-330","-3.79","921","9.09",,,"5964","1.40","0","0.00"
"335810","프리시젼바이오","5930","-80","-1.33",,,,,"3374","1.76","0","0.00"
"053160","프리엠스","6780","-220","-3.14","226","30.00",,,"10566","0.64","50","0.74"
"405000","플라즈맵","5700","-80","-1.38",,,,,"675","8.44","0","0.00"
"041590","플래스크","1110","20","1.83",,,,,"736","1.51","0","0.00"
"367000","플래티어","10050","-200","-1.95","621","16.18",,,"5261","1.91","0","0.00"
"075130","플랜티넷","2380","-190","-7.39","424","5.61",,,"4936","0.48","200","8.40"
"009810","플레이그램","800","12","1.52",,,,,"577","1.39","0","0.00"
"237820","플레이디","5140","-120","-2.28","231","22.25",,,"5773","0.89","0","0.00"
"023770","플레이위드","6350","-90","-1.40","216","29.40",,,"3441","1.85","0","0.00"
"300080","플리토","25700","-1000","-3.75",,,,,"3326","7.73","0","0.00"
"032580","피델릭스","1280","-45","-3.40","88","14.55",,,"1226","1.04","0","0.00"
"051380","피씨디렉트","7960","-820","-9.34","1695","4.70",,,"6938","1.15","600","7.54"
"241820","피씨엘","14950","150","1.01",,,,,"1391","10.75","0","0.00"
"237750","피앤씨테크","5160","-130","-2.46","531","9.72",,,"10084","0.51","0","0.00"
"024850","피에스엠씨","948","3","0.32",,,,,"370","2.56","0","0.00"
"319660","피에스케이","15400","-650","-4.05","2615","5.89","2762","5.57","9888","1.56","600","3.90"
"031980","피에스케이홀딩스","6850","20","0.29","2278","3.01",,,"12142","0.56","400","5.84"
"002230","피에스텍","3760","-105","-2.72","361","10.42",,,"8063","0.47","150","3.99"
"057880","피에이치씨","1740","0","0.00",,,,,"790","2.20","0","0.00"
"043370","피에이치에이","7040","50","0.72","1830","3.85","1819","3.87","31445","0.22","180","2.56"
"239890","피엔에이치테크","15850","-350","-2.16","407","38.94","869","18.23","2119","7.48","0","0.00"
"347740","피엔케이피부임상연구센타","3035","-150","-4.71","246","12.34",,,"2128","1.43","150","4.94"
"137400","피엔티","43350","50","0.12","2407","18.01","3884","11.16","8383","5.17","150","0.35"
"128660","피제이메탈","3290","-105","-3.09","740","4.45",,,"2364","1.39","150","4.56"
"006140","피제이전자","5610","-110","-1.92","552","10.16",,,"7778","0.72","130","2.32"
"376180","피코그램","5720","-420","-6.84","200","28.60",,,"1573","3.64","0","0.00"
"304840","피플바이오","15850","0","0.00",,,,,"1436","11.04","0","0.00"
"062970","피피아이","2500","-20","-0.79",,,,,"383","6.53","0","0.00"
"087600","픽셀플러스","7690","-130","-1.66","588","13.08",,,"13240","0.58","0","0.00"
"291810","핀텔","6730","-260","-3.72",,,,,"601","11.20","0","0.00"
"161580","필옵틱스","7000","-80","-1.13",,,,,"4481","1.56","0","0.00"
"347770","핌스","8250","-300","-3.51","977","8.44",,,"7471","1.10","0","0.00"
"163730","핑거","10650","-100","-0.93","515","20.68",,,"4903","2.17","100","0.94"
"417180","핑거스토리","7360","-370","-4.79",,,,,,,"0","0.00"
"343510","하나금융16호스팩","2060","0","0.00",,,,,,,"0","0.00"
"388220","하나금융19호스팩","2210","0","0.00",,,,,,,"0","0.00"
"400560","하나금융20호스팩","2150","10","0.47",,,,,,,"0","0.00"
"406760","하나금융21호스팩","2020","5","0.25",,,,,,,"0","0.00"
"418170","하나금융22호스팩","2015","5","0.25",,,,,,,"0","0.00"
"427950","하나금융23호스팩","2010","5","0.25",,,,,,,"0","0.00"
"430230","하나금융24호스팩","1995","10","0.50",,,,,,,"0","0.00"
"435620","하나금융25호스팩","9480","0","0.00",,,,,,,"0","0.00"
"086790","하나금융지주","42050","-100","-0.24","11819","3.56","12721","3.31","117363","0.36","3100","7.37"
"299030","하나기술","54100","-1700","-3.05",,,"4121","13.13","9454","5.72","0","0.00"
"067310","하나마이크론","9290","-240","-2.52","713","13.03","1450","6.41","5390","1.72","0","0.00"
"372290","하나머스트7호스팩","2035","0","0.00",,,,,,,"0","0.00"
"166090","하나머티리얼즈","32700","-650","-1.95","3425","9.55","3796","8.61","13167","2.48","600","1.83"
"293480","하나제약","18250","1350","7.99","1679","10.87","1744","10.46","14561","1.25","510","2.79"
"039130","하나투어","60500","-2000","-3.20",,,"619","97.66","6225","9.72","0","0.00"
"136480","하림","2715","-15","-0.55","126","21.55",,,"2803","0.97","30","1.10"
"003380","하림지주","7650","-70","-0.91","4129","1.85","2907","2.63","27945","0.27","100","1.31"
"101670","하이드로리튬","22900","-1450","-5.95",,,,,"1470","15.58","0","0.00"
"365590","하이딥","803","9","1.13",,,"65","12.36",,,"0","0.00"
"149980","하이로닉","8520","60","0.71","544","15.66",,,"4536","1.88","0","0.00"
"013030","하이록코리아","20500","0","0.00","1515","13.53","2681","7.65","26809","0.76","500","2.44"
"352820","하이브","173500","3500","2.06","3625","47.86","4626","37.50","67998","2.55","0","0.00"
"126700","하이비젼시스템","18200","-700","-3.70","3134","5.81","1559","11.67","12989","1.40","150","0.82"
"106080","하이소닉","5560","0","0.00",,,,,"748","7.43","0","0.00"
"071090","하이스틸","3300","-220","-6.25","576","5.73",,,"6894","0.48","40","1.21"
"377400","하이제6호스팩","2010","0","0.00",,,,,,,"0","0.00"
"400840","하이제7호스팩","2020","5","0.25",,,,,,,"0","0.00"
"221840","하이즈항공","2970","-210","-6.60",,,,,"3536","0.84","0","0.00"
"106190","하이텍팜","10900","-200","-1.80",,,,,"13244","0.82","50","0.46"
"019490","하이트론","2470","0","0.00",,,,,"2159","1.14","0","0.00"
"000080","하이트진로","25550","-1150","-4.31","1031","24.78","1925","13.28","15657","1.63","800","3.13"
"000087","하이트진로2우B","16600","-150","-0.90",,,,,,,"850","5.12"
"000140","하이트진로홀딩스","9720","-430","-4.24","1529","6.36",,,"23538","0.41","450","4.63"
"000145","하이트진로홀딩스우","13200","0","0.00",,,,,,,"500","3.79"
"373200","하인크코리아","5340","-190","-3.44",,,,,"1872","2.85","0","0.00"
"066130","하츠","5170","-280","-5.14","666","7.76",,,"7800","0.66","100","1.93"
"004590","한국가구","4250","-205","-4.60","1459","2.91",,,"8612","0.49","175","4.12"
"036460","한국가스공사","36200","-2200","-5.73","11078","3.27","14367","2.52","103337","0.35","2728","7.54"
"039340","한국경제TV","5650","40","0.71","1152","4.90",,,"7224","0.78","200","3.54"
"005430","한국공항","40250","-450","-1.11","1063","37.86",,,"94851","0.42","0","0.00"
